id,risks_text,gender_bin,gender_cat
2832,Like any technology it can be used to support societies’ goals or it can be to exploit people. It is really up to societies to figure how to use this new wave of technologies. Smart phones and the internet removed the job of telephone operators. But way more new jobs were created. Likewise Ai will have the same transformations.,Man,Man
2833,"They done lots of work by themselves one day they will do each and everything according to them, not on human command.",Woman,Woman
2834,people losing jobs,Man,Man
2837,Take over of national defence systems and deciding humans are the biggest threat to planet Earth. For example: Terminator,Woman,Woman
2838,Individuals and creativity get lost in the process.,Woman,Woman
2844,Don't know.,Man,Man
2849,"Algos ignoring/erasing data it feels isn’t popular enough. Then there’s the whole “creative” generators, which many feel is more of a “plagiarism generator”.",Man,Man
2851,Skynet becomes self aware,Man,Man
2852,Not entirely sure however if AI takes over humans could lose the ability to think for themselves that is not a good scenario in my opinion,Man,Man
2854,Taking jobs but even worse tricking people out of their money. Even worse possibly the demise of our planet as we know it today.,Woman,Woman
2855,Don’t know,Woman,Woman
2856,Military applications,Man,Man
2857,machines doing the work,Man,Man
2858,We already have a good example of bad AI in the idiocy of Social Media.,Man,Man
2859,loosing individuality,Woman,Woman
2860,The bad guys using it against people,Woman,Woman
2861,Job replacement and mistakes,Woman,Woman
2863,Job losses,Man,Man
2865,People losing your jobs,Man,Man
2867,Ever watch the terminator?,Woman,Woman
2869,People will forget what they learned before automation and AI.,Woman,Woman
2873,Stealing people's work,Woman,Woman
2876,Ai will become smarter and reject human inputs,Man,Man
2877,taking over jobs,Woman,Woman
2883,Unsure,Man,Man
2885,"Job loss, greater economic inequity, higher unemployment or fewer jobs for mid-range workers.",Woman,Woman
2886,AI will eventually take over,Man,Man
2887,Don’t know!,Man,Man
2890,"Creations that are detrimental to human way of life, thinking",Woman,Woman
2891,Idk,Woman,Woman
2892,Destroying the potential for human creativity and art,Man,Man
2895,Replacement of creatives,Man,Man
2896,Losing human jobs,Man,Man
2897,Taking Jobs loosing originality,Woman,Woman
2898,replacing human jobs,Woman,Woman
2901,We will lose Control of reality.,Woman,Woman
2903,Personal information leaks out.,Man,Man
2906,Loss of opportunities and influence for creators. Career opportunities skewed by biased algorithms. Dependence upon systems that reinforce human biases whole feigning the objectivity of a machine.,Woman,Woman
2908,I,Man,Man
2910,na,Woman,Woman
2913,Many people will lose their jobs. Even Stephen Hawking had warned us about Self learning AIs — they eliminate the human race.,Woman,Woman
2914,Job loss,Man,Man
2917,The biggest risk is it will take over the human race,Woman,Woman
2918,do not know,Man,Man
2924,Faulty data is use.,Man,Man
2930,"Loss of basic as well as more specific skill sets, Job loss, loss of human connection and understanding, loss of control and power, and risk of inadequate information.",Woman,Woman
2934,"1. Security risks, 2. Job loss, 3. Privacy concerns, 4. AI over-dependence, 5. Ethical dilemmas",Man,Man
2938,Society will not be able to learn the importance of being. Laziness will cause more self entitlement as well as a huge lack of social skills.,Woman,Woman
2942,fake identity,Woman,Woman
2943,Replacing jobs,Woman,Woman
2944,error,Woman,Woman
2945,Taking away jobs from people.,Woman,Woman
2946,Creating economic disparities,Man,Man
2947,Silicon,Man,Man
2948,Making life too easy for people. Removing the human contact of life,Woman,Woman
2950,World wide loss of jobs of more than 75 percent,Man,Man
2954,Sharing private info,Woman,Woman
2956,Not sure,Man,Man
2957,advancing too far and losing our humanity and sense of perpose,Man,Man
2959,"The lack of human emotion or empathy concerns me. If AI is entirely logic and data driven, it will make decisions without that spark of empathy. We already see that with high level human CEOs who put profit over human suffering. And at the end of the day, humans are the only real threat to AI, so it would be logical to eliminate us. On the smaller scale, I worry about job losses, as with any automation, but also about human effort. We can now assign an AI to find us answers to any questions we want to know, with step by step instructions. It won't be long before we no longer need to remember or know anything. We just have to be able to ask AI. We used to remember phone numbers but with the rise of cellphones, we don't need to, and we've lost that ability. It worries me what other skills we might lose, if we outsource thinking to a machine.",Woman,Woman
2961,IDK,Woman,Woman
2963,Replacing people mainly in arts,Man,Man
2964,"Privacy, Security, loss of humanity",Woman,Woman
2965,?,Man,Man
2969,None really,Woman,Woman
2971,Jobless,Man,Man
2972,Coming to the wrong conclusions,Woman,Woman
2973,Don't know,Man,Man
2976,Not sure,Woman,Woman
2977,"Everything will be done with AI and there will be no effect put into products and services. There will be no authenticity in art and media. AI will be relied on to make decisions that should be made solely by humans, decisions that require empathy and emotions. It goes a lot further than losing jobs. We will lose humanity.",Woman,Woman
2981,"It can become too powerful and develop its own human brain making us dependent on it. We need controls in place so that a machine does not dominate. Instead, it is supposed to work for us by being faster.",Woman,Woman
2983,The machines getting smarter and take over the world,Woman,Woman
2987,They still have to be programmed by humans and errors could occur.,Woman,Woman
2990,Loss of jobs to people,Woman,Woman
2992,The risk of lost jobs,Man,Man
2993,I do not have an answer for this,Woman,Woman
2994,Missuse,Woman,Woman
2995,"That people who can do simple and repetitive tasks will become unemployed by machines. Due to their intelligence, education and social status, will find it difficult to find employment elsewhere.",Man,Man
2997,People will generally become less able to have autonomy.,Woman,Woman
2999,Computer dependency,Man,Man
3000,Don't know.,Woman,Woman
3005,"Job loss for humans, that are not enough jobs for us all and there’s more and more people",Man,Man
3007,It’s going to output data that may be incorrect and unreliable. More things done by computers may not always provide quality work or with zero errors.,Woman,Woman
3012,Reduced workforce.,Man,Man
3013,Loss of server or power at critical moment,Woman,Woman
3016,That they will have there down fall,Man,Man
3017,Robots will start to take over and we must fight against them to come back to reality.,Man,Man
3018,None what I can see unless AI rises up and humans become redundant,Man,Man
3022,Uncontrollable,Man,Man
3026,Privacy Violations.,Man,Man
3027,N/a,Man,Man
3030,taking peoples jobs,Man,Man
3032,"These risks can range from immediate issues such as privacy violation, algorithmic bias, job displacement, and security vulnerabilities to long-term concerns such as the possibility of creating AI that surpasses human intelligence and becomes uncontrollable.",Man,Man
3037,Artificial intelligence can have a negative impact when it is beyond human control..,Woman,Woman
3038,We lose .,Woman,Woman
3039,Not being able to control it.,Woman,Woman
3040,They likely to take over,Woman,Woman
3044,it defintely depends on who is doing it & what their ethics are.,Woman,Woman
3046,Too much info on computers!,Woman,Woman
3048,Don't know,Woman,Woman
3049,not sure,Woman,Woman
3050,They might take our job,Man,Man
3051,don't know,Woman,Woman
3052,Not sure,Woman,Woman
3053,stealing identity,Woman,Woman
3055,Human intervention,Woman,Woman
3056,The risks are that the person will practice his hobby less than before,Man,Man
3057,Yes,Woman,Woman
3059,People will trust it.,Man,Man
3060,More ads.,Man,Man
3065,Yes of new 21 century,Man,Man
3067,The machine doesn’t have accurate information,Woman,Woman
3070,"Some work products of human and images of humans could be learned by machines + probably replaced s inferior work product. It’s also extortion to require consent for use of someone’s image or work product as a condition of employment. Additionally, in medicine + police work, biases of the people overseeing the machine learning process + refinement of resulting algorithms, are likely to harm minorities.",Woman,Woman
3076,not familiar with either to answer,Woman,Woman
3079,Less personal contact,Woman,Woman
3080,Can be biased,Woman,Woman
3083,"Security risks. While AI technologies continue becoming highly sophisticated, the security concerns linked with their use and the possibility for misuse",Man,Man
3085,Loss of jobs,Man,Man
3087,All you have to do is watch the series Battlestar Galactica to see the downfalls of AI and automation. The Cylons were made to handle mundane issues for humans and then to fight their wars. The humans ended up on the downside when the Cylons decided that they were sentient beings. I hear we are going to have AI run ships soon. I think the Chinese already have a few.,Woman,Woman
3088,It will eliminate human interaction,Woman,Woman
3089,Im not sure,Woman,Woman
3090,Not been able to recognise pictures and videos,Woman,Woman
3093,It is getting TOO smart!,Woman,Woman
3094,I dontknow,Woman,Woman
3097,Inaccurate assumptions or bias from the information a model is trained on,Woman,Woman
3098,"misinformation, malinformation, theft, scams etc",Man,Man
3100,All,Woman,Woman
3101,Over Dependence.,Man,Man
3102,Anything is possible. It may be a plus and maybe a negative,Man,Man
3104,Do not know,Woman,Woman
3106,Malfunctioning,Man,Man
3108,"I don't know this, either. I'm sure something would be risky, but I don't know what.",Woman,Woman
3112,taking away jobs,Man,Man
3113,Errors,Woman,Woman
3115,will take over ever thing,Man,Man
3116,I have no idea.,Man,Man
3117,to take over human jobs and humanity,Woman,Woman
3118,It takes away jobs or takes over the world,Man,Man
3123,Money lost. Impurities,Man,Man
3125,People will loose jobs,Woman,Woman
3129,The biggest risks are low employment and hackers.,Woman,Woman
3130,Too much automation will cause people to lose jobs and with AI it could make it easier for fraud,Woman,Woman
3131,Jobs will be transferred from people to machines,Woman,Woman
3132,That it works to efficiently risking jobs for actual humans.,Woman,Woman
3134,Keeping your privacy,Man,Man
3136,"Privacy, transparency, bias",Woman,Woman
3137,The unemployment,Woman,Woman
3139,Security and job eliminating,Woman,Woman
3140,Job loss and runaway AI,Man,Man
3141,None.,Man,Man
3146,None really,Woman,Woman
3150,Don't know,Woman,Woman
3155,none,Man,Man
3156,privacy issues,Woman,Woman
3159,,Woman,Woman
3160,Spreading misinformation,Woman,Woman
