id,gender_bin,b_cls,r_cls,benefit_uncertainty,risk_uncertainty,unc_index
3932,,,substantive,,0.0,
3933,,,substantive,,0.0,
3936,,,substantive,,0.0,
3937,,,substantive,,0.0,
3938,,,substantive,,0.0,
3939,,,uncertain,,1.0,
3940,,,substantive,,0.0,
3941,,,substantive,,0.0,
3942,,,substantive,,0.0,
3943,,,substantive,,0.0,
3944,,,substantive,,0.0,
3945,,,substantive,,0.0,
3947,,,uncertain,,1.0,
3950,,,substantive,,0.0,
3953,,,substantive,,0.0,
3954,,,substantive,,0.0,
3956,,,substantive,,0.0,
3959,,,too_short,,,
3960,,,substantive,,0.0,
3967,,,uncertain,,1.0,
3968,,,substantive,,0.0,
3969,,,substantive,,0.0,
3970,,,substantive,,0.0,
3974,,,substantive,,0.0,
3975,,,too_short,,,
3977,,,substantive,,0.0,
3980,,,substantive,,0.0,
3987,,,substantive,,0.0,
3988,,,substantive,,0.0,
3989,,,substantive,,0.0,
3991,,,uncertain,,1.0,
3992,,,substantive,,0.0,
3993,,,substantive,,0.0,
3994,,,missing,,,
3996,,,substantive,,0.0,
3998,,,substantive,,0.0,
4000,,,substantive,,0.0,
4001,,,substantive,,0.0,
4002,,,substantive,,0.0,
4003,,,substantive,,0.0,
4004,,,uncertain,,1.0,
4005,,,substantive,,0.0,
4008,,,substantive,,0.0,
4009,,,substantive,,0.0,
4010,,,too_short,,,
4013,,,substantive,,0.0,
4014,,,substantive,,0.0,
4015,,,too_short,,,
4016,,,substantive,,0.0,
4017,,,substantive,,0.0,
4018,,,substantive,,0.0,
4020,,,uncertain,,1.0,
4023,,,substantive,,0.0,
4024,,,substantive,,0.0,
4027,,,uncertain,,1.0,
4030,,,substantive,,0.0,
4032,,,substantive,,0.0,
4033,,,substantive,,0.0,
4036,,,substantive,,0.0,
4039,,,substantive,,0.0,
4041,,,substantive,,0.0,
4042,,,substantive,,0.0,
4043,,,substantive,,0.0,
4044,,,substantive,,0.0,
4045,,,substantive,,0.0,
4051,,,substantive,,0.0,
4054,,,substantive,,0.0,
4055,,,substantive,,0.0,
4056,,,uncertain,,1.0,
4057,,,substantive,,0.0,
4061,,,uncertain,,1.0,
4062,,,substantive,,0.0,
4064,,,substantive,,0.0,
4068,,,substantive,,0.0,
4071,,,substantive,,0.0,
4074,,,substantive,,0.0,
4075,,,uncertain,,1.0,
4077,,,substantive,,0.0,
4078,,,substantive,,0.0,
4079,,,substantive,,0.0,
4081,,,substantive,,0.0,
4082,,,substantive,,0.0,
4083,,,substantive,,0.0,
4088,,,too_short,,,
4089,,,substantive,,0.0,
4091,,,substantive,,0.0,
4094,,,substantive,,0.0,
4101,,,substantive,,0.0,
4106,,,substantive,,0.0,
4108,,,too_short,,,
4109,,,substantive,,0.0,
4113,,,substantive,,0.0,
4115,,,missing,,,
4116,,,substantive,,0.0,
4117,,,substantive,,0.0,
4119,,,substantive,,0.0,
4120,,,too_short,,,
4122,,,uncertain,,1.0,
4124,,,too_short,,,
4127,,,too_short,,,
4128,,,substantive,,0.0,
4131,,,uncertain,,1.0,
4133,,,substantive,,0.0,
4139,,,uncertain,,1.0,
4140,,,substantive,,0.0,
4141,,,substantive,,0.0,
4142,,,substantive,,0.0,
4143,,,substantive,,0.0,
4144,,,substantive,,0.0,
4145,,,uncertain,,1.0,
4147,,,uncertain,,1.0,
4148,,,substantive,,0.0,
4150,,,missing,,,
4153,,,too_short,,,
4155,,,too_short,,,
4156,,,substantive,,0.0,
4158,,,substantive,,0.0,
4159,,,uncertain,,1.0,
4163,,,substantive,,0.0,
4164,,,substantive,,0.0,
4167,,,substantive,,0.0,
4170,,,substantive,,0.0,
4171,,,substantive,,0.0,
4176,,,substantive,,0.0,
4178,,,substantive,,0.0,
4179,,,too_short,,,
4184,,,substantive,,0.0,
4185,,,substantive,,0.0,
4188,,,substantive,,0.0,
4189,,,substantive,,0.0,
4190,,,substantive,,0.0,
4191,,,too_short,,,
4194,,,too_short,,,
4201,,,substantive,,0.0,
4202,,,substantive,,0.0,
4203,,,substantive,,0.0,
4205,,,substantive,,0.0,
4209,,,substantive,,0.0,
4211,,,too_short,,,
4213,,,substantive,,0.0,
4216,,,substantive,,0.0,
4218,,,substantive,,0.0,
4219,,,substantive,,0.0,
4223,,,substantive,,0.0,
4225,,,uncertain,,1.0,
4227,,,substantive,,0.0,
4229,,,substantive,,0.0,
4230,,,substantive,,0.0,
4232,,,substantive,,0.0,
4233,,,missing,,,
4240,,,uncertain,,1.0,
4245,,,substantive,,0.0,
4247,,,substantive,,0.0,
4248,,,substantive,,0.0,
4249,,,substantive,,0.0,
4250,,,substantive,,0.0,
4251,,,substantive,,0.0,
4255,,,substantive,,0.0,
4258,,,substantive,,0.0,
4259,,,substantive,,0.0,
4261,,,substantive,,0.0,
4262,,,substantive,,0.0,
4263,,,substantive,,0.0,
4266,,,substantive,,0.0,
4268,,,substantive,,0.0,
4270,,,substantive,,0.0,
4272,,,substantive,,0.0,
4274,,,substantive,,0.0,
4278,,,substantive,,0.0,
4280,,,substantive,,0.0,
4282,,,substantive,,0.0,
4283,,,substantive,,0.0,
4284,,,substantive,,0.0,
4287,,,substantive,,0.0,
4290,,,substantive,,0.0,
4293,,,uncertain,,1.0,
4297,,,substantive,,0.0,
4300,,,substantive,,0.0,
4303,,,uncertain,,1.0,
4304,,,substantive,,0.0,
4305,,,substantive,,0.0,
4307,,,substantive,,0.0,
4310,,,uncertain,,1.0,
4311,,,substantive,,0.0,
4313,,,substantive,,0.0,
4315,,,substantive,,0.0,
4316,,,substantive,,0.0,
4318,,,uncertain,,1.0,
4320,,,substantive,,0.0,
4321,,,substantive,,0.0,
4322,,,uncertain,,1.0,
4325,,,uncertain,,1.0,
4328,,,substantive,,0.0,
4329,,,substantive,,0.0,
4330,,,substantive,,0.0,
4334,,,substantive,,0.0,
4336,,,substantive,,0.0,
4339,,,too_short,,,
4340,,,uncertain,,1.0,
4342,,,too_short,,,
4344,,,too_short,,,
4347,,,uncertain,,1.0,
4348,,,missing,,,
4351,,,substantive,,0.0,
4352,,,substantive,,0.0,
4358,,,substantive,,0.0,
4359,,,too_short,,,
4361,,,too_short,,,
4362,,,too_short,,,
4366,,,substantive,,0.0,
4371,,,substantive,,0.0,
4373,,,too_short,,,
4374,,,substantive,,0.0,
4376,,,substantive,,0.0,
4377,,,substantive,,0.0,
4378,,,substantive,,0.0,
4380,,,substantive,,0.0,
4381,,,substantive,,0.0,
4382,,,substantive,,0.0,
4384,,,substantive,,0.0,
4385,,,too_short,,,
4386,,,substantive,,0.0,
4389,,,substantive,,0.0,
4390,,,substantive,,0.0,
4395,,,too_short,,,
4397,,,too_short,,,
4398,,,substantive,,0.0,
4400,,,too_short,,,
4402,,,substantive,,0.0,
4404,,,substantive,,0.0,
4405,,,substantive,,0.0,
4408,,,substantive,,0.0,
4409,,,too_short,,,
4410,,,substantive,,0.0,
4412,,,uncertain,,1.0,
4413,,,substantive,,0.0,
4415,,,substantive,,0.0,
4419,,,substantive,,0.0,
4421,,,uncertain,,1.0,
4422,,,substantive,,0.0,
4423,,,substantive,,0.0,
4425,,,uncertain,,1.0,
4426,,,substantive,,0.0,
4430,,,too_short,,,
4431,,,substantive,,0.0,
4433,,,substantive,,0.0,
4434,,,uncertain,,1.0,
4437,,,too_short,,,
4441,,,substantive,,0.0,
4444,,,substantive,,0.0,
4445,,,substantive,,0.0,
4450,,,substantive,,0.0,
4451,,,substantive,,0.0,
4454,,,substantive,,0.0,
4456,,,substantive,,0.0,
4457,,,substantive,,0.0,
4460,,,substantive,,0.0,
4461,,,substantive,,0.0,
4463,,,uncertain,,1.0,
4464,,,substantive,,0.0,
4470,,,substantive,,0.0,
4471,,,too_short,,,
4473,,,substantive,,0.0,
4474,,,substantive,,0.0,
4477,,,substantive,,0.0,
4478,,,substantive,,0.0,
4479,,,substantive,,0.0,
4480,,,substantive,,0.0,
4484,,,too_short,,,
4486,,,uncertain,,1.0,
4487,,,substantive,,0.0,
4489,,,too_short,,,
4490,,,too_short,,,
4491,,,substantive,,0.0,
4497,,,substantive,,0.0,
4499,,,substantive,,0.0,
4500,,,too_short,,,
4501,,,substantive,,0.0,
4504,,,substantive,,0.0,
4505,,,substantive,,0.0,
4506,,,uncertain,,1.0,
4508,,,substantive,,0.0,
4511,,,uncertain,,1.0,
4513,,,substantive,,0.0,
4515,,,substantive,,0.0,
4516,,,substantive,,0.0,
4521,,,substantive,,0.0,
4525,,,substantive,,0.0,
4528,,,substantive,,0.0,
4530,,,substantive,,0.0,
4531,,,substantive,,0.0,
4532,,,substantive,,0.0,
4534,,,substantive,,0.0,
4536,,,substantive,,0.0,
4538,,,substantive,,0.0,
4539,,,too_short,,,
4543,,,substantive,,0.0,
4549,,,substantive,,0.0,
4550,,,uncertain,,1.0,
4553,,,substantive,,0.0,
4556,,,substantive,,0.0,
4557,,,substantive,,0.0,
4558,,,substantive,,0.0,
4559,,,substantive,,0.0,
4560,,,substantive,,0.0,
4565,,,substantive,,0.0,
4566,,,substantive,,0.0,
4567,,,substantive,,0.0,
4570,,,substantive,,0.0,
4571,,,substantive,,0.0,
4573,,,uncertain,,1.0,
4574,,,substantive,,0.0,
4575,,,substantive,,0.0,
4579,,,substantive,,0.0,
4580,,,substantive,,0.0,
4581,,,substantive,,0.0,
4583,,,substantive,,0.0,
4584,,,substantive,,0.0,
4586,,,too_short,,,
4588,,,substantive,,0.0,
4589,,,substantive,,0.0,
4590,,,substantive,,0.0,
4593,,,substantive,,0.0,
4594,,,substantive,,0.0,
4597,,,substantive,,0.0,
4598,,,too_short,,,
4599,,,substantive,,0.0,
4600,,,substantive,,0.0,
4601,,,substantive,,0.0,
4605,,,substantive,,0.0,
4608,,,substantive,,0.0,
4609,,,substantive,,0.0,
4610,,,uncertain,,1.0,
4612,,,uncertain,,1.0,
4614,,,substantive,,0.0,
4616,,,substantive,,0.0,
4618,,,substantive,,0.0,
4619,,,substantive,,0.0,
4620,,,substantive,,0.0,
4621,,,substantive,,0.0,
4623,,,missing,,,
4624,,,missing,,,
4627,,,uncertain,,1.0,
4628,,,substantive,,0.0,
4631,,,substantive,,0.0,
4635,,,substantive,,0.0,
4637,,,substantive,,0.0,
4638,,,too_short,,,
4641,,,substantive,,0.0,
4642,,,substantive,,0.0,
4643,,,substantive,,0.0,
4644,,,uncertain,,1.0,
4646,,,too_short,,,
4647,,,substantive,,0.0,
4648,,,substantive,,0.0,
4649,,,substantive,,0.0,
4650,,,too_short,,,
4651,,,substantive,,0.0,
4654,,,substantive,,0.0,
4655,,,substantive,,0.0,
4656,,,substantive,,0.0,
4658,,,substantive,,0.0,
4661,,,uncertain,,1.0,
4663,,,substantive,,0.0,
4666,,,substantive,,0.0,
4670,,,substantive,,0.0,
4671,,,substantive,,0.0,
4677,,,uncertain,,1.0,
4681,,,substantive,,0.0,
4682,,,uncertain,,1.0,
4683,,,substantive,,0.0,
4684,,,substantive,,0.0,
4685,,,substantive,,0.0,
4687,,,too_short,,,
4694,,,uncertain,,1.0,
4695,,,too_short,,,
4697,,,substantive,,0.0,
4698,,,substantive,,0.0,
4699,,,substantive,,0.0,
4700,,,uncertain,,1.0,
4701,,,substantive,,0.0,
4702,,,substantive,,0.0,
4705,,,substantive,,0.0,
4706,,,substantive,,0.0,
4708,,,substantive,,0.0,
4709,,,uncertain,,1.0,
4711,,,uncertain,,1.0,
4714,,,substantive,,0.0,
4717,,,substantive,,0.0,
4718,,,substantive,,0.0,
4720,,,substantive,,0.0,
4722,,,substantive,,0.0,
4723,,,substantive,,0.0,
4724,,,substantive,,0.0,
4725,,,substantive,,0.0,
4726,,,substantive,,0.0,
4728,,,substantive,,0.0,
4730,,,too_short,,,
4733,,,substantive,,0.0,
4736,,,substantive,,0.0,
4740,,,uncertain,,1.0,
4743,,,substantive,,0.0,
4744,,,substantive,,0.0,
4745,,,substantive,,0.0,
4746,,,substantive,,0.0,
4747,,,substantive,,0.0,
4748,,,substantive,,0.0,
4749,,,too_short,,,
4750,,,substantive,,0.0,
4755,,,substantive,,0.0,
4756,,,substantive,,0.0,
4758,,,substantive,,0.0,
4761,,,substantive,,0.0,
4765,,,uncertain,,1.0,
4766,,,substantive,,0.0,
4767,,,uncertain,,1.0,
4769,,,substantive,,0.0,
4771,,,uncertain,,1.0,
4772,,,substantive,,0.0,
4777,,,substantive,,0.0,
4778,,,substantive,,0.0,
4779,,,substantive,,0.0,
4780,,,too_short,,,
4782,,,uncertain,,1.0,
4783,,,uncertain,,1.0,
4786,,,uncertain,,1.0,
4787,,,substantive,,0.0,
4788,,,substantive,,0.0,
4789,,,too_short,,,
4790,,,substantive,,0.0,
4791,,,substantive,,0.0,
4792,,,substantive,,0.0,
4794,,,substantive,,0.0,
4795,,,substantive,,0.0,
4797,,,uncertain,,1.0,
4798,,,substantive,,0.0,
4800,,,substantive,,0.0,
4803,,,substantive,,0.0,
4804,,,substantive,,0.0,
4807,,,missing,,,
4808,,,substantive,,0.0,
4810,,,substantive,,0.0,
4811,,,substantive,,0.0,
4812,,,substantive,,0.0,
4820,,,substantive,,0.0,
4821,,,substantive,,0.0,
4822,,,substantive,,0.0,
4828,,,uncertain,,1.0,
4830,,,substantive,,0.0,
4831,,,substantive,,0.0,
4832,,,substantive,,0.0,
4834,,,substantive,,0.0,
4836,,,substantive,,0.0,
4838,,,missing,,,
4839,,,uncertain,,1.0,
4840,,,substantive,,0.0,
4842,,,substantive,,0.0,
4843,,,substantive,,0.0,
4844,,,too_short,,,
4847,,,substantive,,0.0,
4852,,,substantive,,0.0,
4855,,,substantive,,0.0,
4856,,,substantive,,0.0,
4857,,,substantive,,0.0,
4859,,,uncertain,,1.0,
4860,,,substantive,,0.0,
4862,,,too_short,,,
4863,,,substantive,,0.0,
4865,,,uncertain,,1.0,
4870,,,substantive,,0.0,
4871,,,substantive,,0.0,
4872,,,substantive,,0.0,
4874,,,substantive,,0.0,
4876,,,substantive,,0.0,
4877,,,substantive,,0.0,
4879,,,uncertain,,1.0,
4881,,,substantive,,0.0,
4882,,,too_short,,,
4884,,,substantive,,0.0,
4885,,,substantive,,0.0,
4886,,,substantive,,0.0,
4887,,,substantive,,0.0,
4888,,,uncertain,,1.0,
4891,,,substantive,,0.0,
4892,,,substantive,,0.0,
4896,,,too_short,,,
4897,,,substantive,,0.0,
4899,,,substantive,,0.0,
4900,,,substantive,,0.0,
4902,,,substantive,,0.0,
4904,,,substantive,,0.0,
4905,,,substantive,,0.0,
4906,,,substantive,,0.0,
4907,,,substantive,,0.0,
4911,,,substantive,,0.0,
4912,,,substantive,,0.0,
4913,,,uncertain,,1.0,
4914,,,substantive,,0.0,
4915,,,substantive,,0.0,
4920,,,substantive,,0.0,
4922,,,substantive,,0.0,
4923,,,substantive,,0.0,
4929,,,substantive,,0.0,
4931,,,substantive,,0.0,
4933,,,substantive,,0.0,
4934,,,substantive,,0.0,
4935,,,too_short,,,
4936,,,substantive,,0.0,
4937,,,substantive,,0.0,
4938,,,substantive,,0.0,
4944,,,substantive,,0.0,
4945,,,substantive,,0.0,
4946,,,too_short,,,
4949,,,substantive,,0.0,
4953,,,uncertain,,1.0,
4955,,,substantive,,0.0,
4956,,,uncertain,,1.0,
4959,,,substantive,,0.0,
4960,,,uncertain,,1.0,
4961,,,substantive,,0.0,
4962,,,substantive,,0.0,
4963,,,uncertain,,1.0,
4964,,,substantive,,0.0,
4965,,,uncertain,,1.0,
4966,,,too_short,,,
4968,,,substantive,,0.0,
4970,,,uncertain,,1.0,
4972,,,substantive,,0.0,
4974,,,substantive,,0.0,
4979,,,substantive,,0.0,
4980,,,too_short,,,
4981,,,substantive,,0.0,
4990,,,substantive,,0.0,
4992,,,substantive,,0.0,
4993,,,substantive,,0.0,
4995,,,too_short,,,
4997,,,substantive,,0.0,
4998,,,substantive,,0.0,
4999,,,substantive,,0.0,
5003,,,substantive,,0.0,
5006,,,too_short,,,
5007,,,missing,,,
5008,,,substantive,,0.0,
5010,,,substantive,,0.0,
5011,,,substantive,,0.0,
5014,,,substantive,,0.0,
5016,,,substantive,,0.0,
5017,,,substantive,,0.0,
5020,,,substantive,,0.0,
5021,,,substantive,,0.0,
5023,,,substantive,,0.0,
5024,,,substantive,,0.0,
5026,,,uncertain,,1.0,
5027,,,too_short,,,
5028,,,substantive,,0.0,
5031,,,substantive,,0.0,
5032,,,substantive,,0.0,
5033,,,substantive,,0.0,
5035,,,too_short,,,
5038,,,substantive,,0.0,
5039,,,substantive,,0.0,
5041,,,substantive,,0.0,
5042,,,substantive,,0.0,
5043,,,too_short,,,
5046,,,substantive,,0.0,
5051,,,too_short,,,
5052,,,substantive,,0.0,
5053,,,substantive,,0.0,
5054,,,substantive,,0.0,
5055,,,uncertain,,1.0,
5056,,,substantive,,0.0,
5057,,,substantive,,0.0,
5059,,,substantive,,0.0,
5061,,,substantive,,0.0,
5064,,,substantive,,0.0,
5065,,,too_short,,,
5066,,,substantive,,0.0,
5067,,,uncertain,,1.0,
5071,,,substantive,,0.0,
5073,,,uncertain,,1.0,
5075,,,uncertain,,1.0,
5076,,,substantive,,0.0,
5081,,,uncertain,,1.0,
5082,,,uncertain,,1.0,
5083,,,substantive,,0.0,
5086,,,substantive,,0.0,
5087,,,substantive,,0.0,
5089,,,substantive,,0.0,
5091,,,substantive,,0.0,
5092,,,substantive,,0.0,
5094,,,substantive,,0.0,
5095,,,substantive,,0.0,
5097,,,substantive,,0.0,
5098,,,substantive,,0.0,
5100,,,substantive,,0.0,
5101,,,substantive,,0.0,
5104,,,substantive,,0.0,
5105,,,substantive,,0.0,
5107,,,uncertain,,1.0,
5110,,,substantive,,0.0,
5111,,,substantive,,0.0,
5112,,,substantive,,0.0,
5114,,,substantive,,0.0,
5115,,,substantive,,0.0,
5116,,,substantive,,0.0,
5117,,,substantive,,0.0,
5121,,,too_short,,,
5124,,,substantive,,0.0,
5125,,,substantive,,0.0,
5127,,,substantive,,0.0,
5128,,,substantive,,0.0,
5129,,,substantive,,0.0,
5130,,,substantive,,0.0,
5133,,,substantive,,0.0,
5134,,,substantive,,0.0,
5135,,,substantive,,0.0,
5136,,,too_short,,,
5137,,,substantive,,0.0,
5138,,,substantive,,0.0,
5139,,,substantive,,0.0,
5142,,,substantive,,0.0,
5148,,,substantive,,0.0,
5149,,,uncertain,,1.0,
5150,,,substantive,,0.0,
5151,,,substantive,,0.0,
5155,,,substantive,,0.0,
5158,,,too_short,,,
5159,,,substantive,,0.0,
5161,,,substantive,,0.0,
5162,,,uncertain,,1.0,
5164,,,uncertain,,1.0,
5165,,,too_short,,,
5168,,,substantive,,0.0,
5169,,,too_short,,,
5172,,,substantive,,0.0,
5173,,,substantive,,0.0,
5176,,,substantive,,0.0,
5177,,,substantive,,0.0,
5179,,,too_short,,,
5180,,,uncertain,,1.0,
5183,,,substantive,,0.0,
5185,,,substantive,,0.0,
5187,,,substantive,,0.0,
5189,,,substantive,,0.0,
5190,,,substantive,,0.0,
5191,,,uncertain,,1.0,
5193,,,uncertain,,1.0,
5194,,,substantive,,0.0,
5196,,,substantive,,0.0,
5198,,,uncertain,,1.0,
5199,,,substantive,,0.0,
5200,,,substantive,,0.0,
5201,,,too_short,,,
5202,,,substantive,,0.0,
5203,,,substantive,,0.0,
5206,,,substantive,,0.0,
5208,,,substantive,,0.0,
5213,,,uncertain,,1.0,
5214,,,substantive,,0.0,
5217,,,substantive,,0.0,
5218,,,substantive,,0.0,
5219,,,substantive,,0.0,
5220,,,substantive,,0.0,
5224,,,too_short,,,
5226,,,substantive,,0.0,
5228,,,uncertain,,1.0,
5230,,,substantive,,0.0,
5231,,,substantive,,0.0,
5232,,,substantive,,0.0,
5233,,,substantive,,0.0,
5235,,,substantive,,0.0,
5238,,,substantive,,0.0,
5240,,,substantive,,0.0,
5241,,,substantive,,0.0,
5242,,,substantive,,0.0,
5248,,,too_short,,,
5249,,,substantive,,0.0,
5251,,,substantive,,0.0,
5252,,,substantive,,0.0,
5253,,,substantive,,0.0,
5254,,,substantive,,0.0,
5256,,,substantive,,0.0,
5257,,,substantive,,0.0,
5260,,,uncertain,,1.0,
5262,,,substantive,,0.0,
5264,,,substantive,,0.0,
5266,,,too_short,,,
5270,,,substantive,,0.0,
5271,,,uncertain,,1.0,
5274,,,substantive,,0.0,
5277,,,substantive,,0.0,
5278,,,substantive,,0.0,
5280,,,substantive,,0.0,
5281,,,substantive,,0.0,
5284,,,substantive,,0.0,
5285,,,substantive,,0.0,
5287,,,substantive,,0.0,
5289,,,substantive,,0.0,
5290,,,substantive,,0.0,
5291,,,substantive,,0.0,
5292,,,substantive,,0.0,
5294,,,substantive,,0.0,
5295,,,substantive,,0.0,
5297,,,substantive,,0.0,
5298,,,substantive,,0.0,
5299,,,too_short,,,
5300,,,substantive,,0.0,
5302,,,substantive,,0.0,
5303,,,substantive,,0.0,
5305,,,uncertain,,1.0,
5306,,,uncertain,,1.0,
5307,,,substantive,,0.0,
5309,,,substantive,,0.0,
5310,,,substantive,,0.0,
5311,,,substantive,,0.0,
5312,,,substantive,,0.0,
5313,,,substantive,,0.0,
5314,,,substantive,,0.0,
5322,,,substantive,,0.0,
5324,,,substantive,,0.0,
5325,,,substantive,,0.0,
5326,,,substantive,,0.0,
5327,,,substantive,,0.0,
5329,,,substantive,,0.0,
5330,,,substantive,,0.0,
5332,,,substantive,,0.0,
5334,,,uncertain,,1.0,
5337,,,substantive,,0.0,
5338,,,substantive,,0.0,
5339,,,substantive,,0.0,
5340,,,substantive,,0.0,
5341,,,substantive,,0.0,
5342,,,substantive,,0.0,
5343,,,uncertain,,1.0,
5344,,,substantive,,0.0,
5347,,,too_short,,,
5348,,,substantive,,0.0,
5352,,,substantive,,0.0,
5353,,,too_short,,,
5354,,,substantive,,0.0,
5356,,,substantive,,0.0,
5357,,,substantive,,0.0,
5358,,,substantive,,0.0,
5360,,,substantive,,0.0,
5361,,,too_short,,,
5362,,,substantive,,0.0,
5363,,,substantive,,0.0,
5364,,,substantive,,0.0,
5365,,,substantive,,0.0,
5366,,,substantive,,0.0,
5367,,,too_short,,,
5371,,,substantive,,0.0,
5374,,,uncertain,,1.0,
5375,,,substantive,,0.0,
5382,,,substantive,,0.0,
5383,,,substantive,,0.0,
5384,,,substantive,,0.0,
5387,,,substantive,,0.0,
5389,,,substantive,,0.0,
5393,,,substantive,,0.0,
5397,,,too_short,,,
5403,,,substantive,,0.0,
5404,,,substantive,,0.0,
5405,,,substantive,,0.0,
5408,,,substantive,,0.0,
5409,,,substantive,,0.0,
5413,,,substantive,,0.0,
5415,,,too_short,,,
5418,,,substantive,,0.0,
5420,,,substantive,,0.0,
5426,,,substantive,,0.0,
5428,,,substantive,,0.0,
5431,,,substantive,,0.0,
5433,,,substantive,,0.0,
5436,,,substantive,,0.0,
5437,,,substantive,,0.0,
5438,,,substantive,,0.0,
5439,,,substantive,,0.0,
5440,,,substantive,,0.0,
5441,,,too_short,,,
5446,,,substantive,,0.0,
5450,,,too_short,,,
5454,,,too_short,,,
5455,,,substantive,,0.0,
5456,,,uncertain,,1.0,
5459,,,too_short,,,
5462,,,too_short,,,
5463,,,substantive,,0.0,
5465,,,uncertain,,1.0,
5466,,,substantive,,0.0,
5468,,,substantive,,0.0,
5469,,,uncertain,,1.0,
5470,,,substantive,,0.0,
5473,,,substantive,,0.0,
5477,,,uncertain,,1.0,
5478,,,substantive,,0.0,
5483,,,substantive,,0.0,
5484,,,substantive,,0.0,
5486,,,substantive,,0.0,
5488,,,substantive,,0.0,
5494,,,substantive,,0.0,
5496,,,too_short,,,
5497,,,substantive,,0.0,
5511,,,substantive,,0.0,
5514,,,substantive,,0.0,
5516,,,missing,,,
5517,,,uncertain,,1.0,
5519,,,too_short,,,
5520,,,substantive,,0.0,
5527,,,substantive,,0.0,
5528,,,substantive,,0.0,
5529,,,substantive,,0.0,
5530,,,substantive,,0.0,
5531,,,substantive,,0.0,
5533,,,uncertain,,1.0,
5534,,,substantive,,0.0,
5536,,,substantive,,0.0,
5538,,,substantive,,0.0,
5542,,,too_short,,,
5543,,,too_short,,,
5544,,,substantive,,0.0,
5547,,,substantive,,0.0,
5548,,,substantive,,0.0,
5550,,,substantive,,0.0,
5552,,,substantive,,0.0,
5553,,,substantive,,0.0,
5554,,,uncertain,,1.0,
5556,,,substantive,,0.0,
5557,,,substantive,,0.0,
5559,,,substantive,,0.0,
5562,,,substantive,,0.0,
5563,,,substantive,,0.0,
5565,,,substantive,,0.0,
5566,,,substantive,,0.0,
5570,,,substantive,,0.0,
5571,,,uncertain,,1.0,
5572,,,too_short,,,
5573,,,uncertain,,1.0,
5581,,,substantive,,0.0,
5585,,,substantive,,0.0,
5586,,,uncertain,,1.0,
5587,,,substantive,,0.0,
5588,,,substantive,,0.0,
5590,,,substantive,,0.0,
5591,,,substantive,,0.0,
5593,,,uncertain,,1.0,
5597,,,substantive,,0.0,
5598,,,uncertain,,1.0,
5601,,,substantive,,0.0,
5604,,,substantive,,0.0,
5605,,,substantive,,0.0,
5606,,,substantive,,0.0,
5608,,,substantive,,0.0,
5610,,,missing,,,
5615,,,substantive,,0.0,
5618,,,uncertain,,1.0,
5619,,,too_short,,,
5620,,,uncertain,,1.0,
5621,,,substantive,,0.0,
5622,,,substantive,,0.0,
5623,,,substantive,,0.0,
5627,,,substantive,,0.0,
5629,,,substantive,,0.0,
5634,,,substantive,,0.0,
5635,,,substantive,,0.0,
5638,,,substantive,,0.0,
5640,,,substantive,,0.0,
5642,,,substantive,,0.0,
5643,,,substantive,,0.0,
5646,,,substantive,,0.0,
5647,,,missing,,,
5648,,,too_short,,,
5650,,,missing,,,
5653,,,substantive,,0.0,
5655,,,missing,,,
5657,,,substantive,,0.0,
5664,,,substantive,,0.0,
5665,,,substantive,,0.0,
5666,,,too_short,,,
5669,,,substantive,,0.0,
5670,,,uncertain,,1.0,
5675,,,substantive,,0.0,
5676,,,substantive,,0.0,
5677,,,substantive,,0.0,
5678,,,substantive,,0.0,
5679,,,substantive,,0.0,
5682,,,substantive,,0.0,
5683,,,substantive,,0.0,
5689,,,substantive,,0.0,
5691,,,substantive,,0.0,
5692,,,substantive,,0.0,
5693,,,substantive,,0.0,
5694,,,substantive,,0.0,
5695,,,substantive,,0.0,
5702,,,substantive,,0.0,
5704,,,substantive,,0.0,
5706,,,substantive,,0.0,
5710,,,substantive,,0.0,
5711,,,substantive,,0.0,
5714,,,substantive,,0.0,
5715,,,uncertain,,1.0,
5720,,,substantive,,0.0,
5722,,,substantive,,0.0,
5723,,,substantive,,0.0,
5725,,,uncertain,,1.0,
5729,,,substantive,,0.0,
5731,,,substantive,,0.0,
5732,,,substantive,,0.0,
5734,,,substantive,,0.0,
5736,,,substantive,,0.0,
5739,,,substantive,,0.0,
5742,,,substantive,,0.0,
5743,,,substantive,,0.0,
5745,,,substantive,,0.0,
5747,,,substantive,,0.0,
5748,,,substantive,,0.0,
5749,,,substantive,,0.0,
5751,,,substantive,,0.0,
5752,,,substantive,,0.0,
5753,,,substantive,,0.0,
5754,,,substantive,,0.0,
5755,,,substantive,,0.0,
5759,,,substantive,,0.0,
5760,,,substantive,,0.0,
5765,,,substantive,,0.0,
5766,,,substantive,,0.0,
5767,,,substantive,,0.0,
5768,,,too_short,,,
5770,,,substantive,,0.0,
5771,,,substantive,,0.0,
5776,,,too_short,,,
5777,,,substantive,,0.0,
5780,,,substantive,,0.0,
5781,,,substantive,,0.0,
5786,,,substantive,,0.0,
5787,,,substantive,,0.0,
5789,,,substantive,,0.0,
5791,,,uncertain,,1.0,
5792,,,substantive,,0.0,
5794,,,substantive,,0.0,
5796,,,substantive,,0.0,
5799,,,substantive,,0.0,
5800,,,substantive,,0.0,
5801,,,substantive,,0.0,
5802,,,substantive,,0.0,
