Number,risks_AI_avg,support_company,gender_bin,objective_threat,trait_risk,educ_short,percent_job_gain,age_group,education,country,manipulation_check2,weight
1133,4.5,4,Women,0.533333333,certain,0,50%,18 to 29,HS or less,Canada,Pass,2.0995
1134,3.5,NA,Men,0.233333333,certain,0,100%,30 to 44,Some college,Canada,Pass,0.5362
1135,4,3,Women,NA,certain,0,70%,65 or older,Some college,Canada,Fail,0.4969
1136,1,2,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,0.8276
1137,3,4,Women,0.2,risky,1,100%,45 to 64,Postgrad,US,Pass,0.8411
1138,6.5,4,Women,0.5,risky,1,100%,45 to 64,Postgrad,US,Pass,1.0604
1139,9,2,Men,NA,risky,0,70%,45 to 64,Some college,US,Pass,0.5217
1140,8,NA,Women,NA,certain,0,100%,45 to 64,HS or less,US,Pass,0.3865
1141,5.5,3,Women,0.766666667,certain,0,50%,45 to 64,HS or less,US,Fail,0.4291
1142,5.5,4,Men,NA,certain,0,70%,18 to 29,HS or less,Canada,Pass,1.9657
1143,1,NA,Men,NA,certain,0,100%,45 to 64,HS or less,US,Fail,1.6607
1144,3,3,Men,0.4,certain,0,100%,45 to 64,Some college,Canada,Pass,0.4654
1145,3.5,1,Men,0.033333333,risky,0,50%,30 to 44,Some college,Canada,Fail,0.501
1146,8,3,Women,0.6,certain,1,50%,65 or older,Postgrad,US,Pass,4.7754
1147,5,3,Women,0.466666667,certain,0,100%,65 or older,HS or less,Canada,Pass,0.8276
1148,5,1,Women,0.4,certain,0,30%,45 to 64,Some college,US,Pass,0.6475
1149,5,3,Men,NA,certain,1,50%,65 or older,Postgrad,Canada,Pass,0.608
1150,9.5,NA,Men,0.7,certain,0,100%,18 to 29,HS or less,US,Fail,2.5336
1151,5,NA,Men,0.933333333,certain,0,50%,18 to 29,HS or less,Canada,Fail,4.1399
1152,4,5,NA,0.366666667,certain,0,100%,18 to 29,Some college,US,Pass,1.0663
1153,7.5,NA,Men,0.7,risky,0,100%,45 to 64,HS or less,Canada,Pass,1.2648
1154,6,3,Women,NA,certain,0,30%,18 to 29,HS or less,Canada,Pass,2.0995
1155,6,1,Men,NA,certain,0,30%,65 or older,HS or less,Canada,Pass,1.2791
1156,6,1,Men,NA,certain,0,30%,65 or older,Some college,Canada,Pass,0.768
1157,6.5,NA,Women,0.3,certain,1,50%,30 to 44,Postgrad,US,Pass,0.9265
1158,3,4,Women,0.466666667,certain,1,70%,45 to 64,Postgrad,Canada,Pass,0.6881
1159,4.5,3,Women,NA,certain,0,70%,45 to 64,Some college,Canada,Pass,0.6049
1160,5,1,Women,NA,certain,0,100%,65 or older,Some college,Canada,Fail,1.167
1161,4,4,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Fail,0.8357
1162,3,4,Men,0.4,certain,0,30%,45 to 64,Some college,Canada,Pass,0.47
1163,5,NA,Women,NA,risky,0,70%,45 to 64,HS or less,US,Fail,0.6458
1164,7,4,Men,0.7,certain,0,70%,30 to 44,Some college,Canada,Pass,0.5067
1165,5,4,Women,NA,certain,0,30%,65 or older,HS or less,Canada,Pass,0.955
1166,5,2,Women,NA,certain,0,30%,18 to 29,HS or less,US,Pass,0.8477
1167,3.5,4,Women,0.766666667,risky,0,30%,65 or older,HS or less,US,Fail,1.4762
1168,3.5,4,Men,0.766666667,certain,1,50%,45 to 64,University,Canada,Pass,0.7861
1169,5,3,Men,0.766666667,certain,0,30%,18 to 29,Some college,US,Pass,0.5069
1170,0,4,Women,NA,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.7872
1171,1.5,4,Women,0.066666667,risky,1,50%,18 to 29,Postgrad,US,Fail,0.7293
1172,3.5,3,Men,0.266666667,certain,1,50%,30 to 44,University,US,Fail,1.3027
1173,5,3,Women,NA,certain,0,100%,65 or older,Some college,US,Pass,2.7978
1174,5,2,Women,0.4,certain,1,30%,65 or older,Postgrad,US,Fail,0.7852
1175,4,NA,Women,NA,certain,0,70%,65 or older,HS or less,US,Fail,0.4437
1176,1.5,2,Women,NA,certain,0,70%,45 to 64,Some college,US,Pass,0.5511
1177,3.5,5,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,0.8858
1178,4,4,Men,0.433333333,certain,0,70%,30 to 44,Some college,Canada,Pass,0.5877
1179,3.5,2,Women,0.733333333,certain,0,70%,18 to 29,HS or less,Canada,Fail,0.52
1180,7,4,Women,0.366666667,certain,1,100%,30 to 44,Postgrad,Canada,Pass,0.9766
1181,3.5,5,Men,NA,certain,0,30%,45 to 64,HS or less,Canada,Pass,0.7752
1182,5.5,4,Women,0.266666667,certain,0,50%,30 to 44,Some college,Canada,Pass,0.3923
1183,4,2,Women,NA,certain,0,50%,45 to 64,Some college,US,Pass,0.7531
1184,5,3,Women,NA,risky,1,70%,65 or older,Postgrad,US,Pass,0.7233
1185,5,4,Men,NA,certain,1,100%,45 to 64,University,Canada,Pass,1.4078
1186,8,NA,Women,NA,certain,1,100%,65 or older,Postgrad,US,Pass,1.1065
1187,8.5,NA,Women,0.6,certain,0,30%,65 or older,Some college,US,Fail,0.6649
1188,9,2,Women,NA,certain,0,50%,65 or older,Some college,US,Pass,0.8129
1189,6.5,NA,Women,NA,certain,0,70%,65 or older,Some college,US,Pass,0.469
1190,4.5,4,Men,NA,certain,1,100%,45 to 64,University,Canada,Fail,0.6767
1191,2,4,Women,NA,certain,1,50%,65 or older,Postgrad,US,Pass,0.7233
1192,7,5,Women,0.533333333,certain,0,100%,65 or older,HS or less,US,Pass,0.9011
1193,5,3,Women,0.9,certain,0,30%,45 to 64,HS or less,Canada,Pass,0.7323
1194,7.5,4,Women,NA,certain,0,100%,65 or older,Some college,US,Pass,0.5991
1195,4,3,Women,0.3,certain,0,30%,30 to 44,Some college,Canada,Fail,0.3923
1196,4.5,4,Women,0.3,certain,1,50%,30 to 44,Postgrad,US,Pass,0.8095
1197,4.5,2,Men,0.5,risky,0,100%,45 to 64,HS or less,US,Fail,0.5193
1198,10,2,Women,NA,certain,0,50%,30 to 44,HS or less,Canada,Pass,0.5884
1199,5,3,Men,0.4,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.9616
1200,5,2,Women,NA,certain,0,30%,45 to 64,HS or less,US,Pass,0.5421
1201,9,3,Women,NA,certain,0,100%,45 to 64,HS or less,US,Fail,0.6109
1202,1.5,4,Women,0.633333333,risky,0,30%,18 to 29,HS or less,US,Fail,0.6863
1203,5,2,Women,0.5,certain,0,100%,45 to 64,Some college,Canada,Fail,0.5672
1204,2,5,Men,0.633333333,certain,1,100%,45 to 64,University,US,Pass,0.1955
1205,3.5,4,Women,NA,certain,1,70%,65 or older,Postgrad,US,Fail,1.0964
1206,8.5,1,Women,NA,certain,0,70%,45 to 64,Some college,Canada,Fail,0.447
1207,5,4,Women,0.533333333,certain,0,100%,45 to 64,Some college,Canada,Pass,0.53
1208,2,3,Men,0.933333333,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.9616
1209,3,2,Women,0.433333333,risky,0,30%,45 to 64,Some college,Canada,Pass,0.3432
1210,5.5,3,Men,0.4,risky,0,100%,45 to 64,Some college,Canada,Pass,0.8264
1211,5,3,Women,NA,certain,0,70%,30 to 44,HS or less,US,Fail,1.0552
1212,0.5,4,Men,0.1,certain,0,100%,30 to 44,HS or less,Canada,Pass,1.035
1213,6,3,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Pass,0.7381
1214,7,2,Men,NA,certain,0,70%,65 or older,HS or less,Canada,Fail,1.1408
1215,4.5,4,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,1.4366
1216,6,3,Men,0.533333333,certain,0,100%,45 to 64,HS or less,Canada,Pass,1.2308
1217,0,3,Men,NA,risky,0,30%,30 to 44,Some college,Canada,Fail,0.5059
1218,5,4,Men,0,risky,1,50%,45 to 64,Postgrad,Canada,Pass,1.0428
1219,6.5,2,Men,0.766666667,certain,0,100%,30 to 44,Some college,Canada,Pass,0.501
1220,5,3,Women,NA,certain,0,50%,18 to 29,HS or less,US,Pass,0.2654
1221,3.5,4,Men,0.833333333,certain,0,50%,45 to 64,Some college,Canada,Pass,0.739
1222,3,NA,Men,0.7,certain,0,100%,45 to 64,Some college,Canada,Fail,0.5774
1223,5,3,Men,0.666666667,certain,0,50%,18 to 29,Some college,Canada,Pass,0.8569
1224,0,5,Women,NA,certain,0,70%,30 to 44,HS or less,US,Fail,1.0132
1225,5,3,Women,NA,certain,1,50%,18 to 29,University,US,Fail,0.824
1226,3.5,2,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,0.8276
1227,5.5,4,Men,0.533333333,certain,0,30%,18 to 29,HS or less,US,Fail,0.837
1228,10,4,Men,NA,certain,1,50%,65 or older,Postgrad,Canada,Fail,0.6818
1229,1.5,3,Women,0.333333333,certain,1,70%,18 to 29,University,Canada,Fail,1.6566
1230,3,2,Women,NA,certain,0,100%,45 to 64,HS or less,Canada,Fail,1.1297
1231,0.5,2,Men,0.066666667,certain,0,70%,30 to 44,HS or less,Canada,Fail,1.4854
1232,1.5,5,Men,NA,certain,0,70%,65 or older,Some college,Canada,Pass,0.4973
1233,5,3,Women,NA,certain,0,30%,30 to 44,HS or less,US,Fail,1.9403
1234,3,2,Men,NA,certain,0,100%,65 or older,Some college,Canada,Fail,0.6371
1235,7,NA,Men,NA,risky,0,70%,65 or older,Some college,US,Fail,1.7311
1236,2,3,Men,NA,certain,0,50%,65 or older,Some college,US,Fail,0.7625
1237,0,2,Men,NA,risky,1,100%,30 to 44,Postgrad,Canada,Pass,0.3009
1238,3.5,5,Women,0.233333333,certain,1,100%,45 to 64,University,Canada,Pass,1.5085
1239,10,1,Men,NA,certain,0,100%,45 to 64,HS or less,US,Pass,0.6773
1240,1.5,4,Men,0.066666667,certain,1,100%,18 to 29,University,US,Fail,0.5395
1241,3,2,Men,NA,certain,0,70%,65 or older,HS or less,US,Fail,0.4715
1242,5,4,Women,0.8,certain,1,70%,45 to 64,University,Canada,Pass,1.1712
1243,5,1,Women,NA,certain,1,30%,30 to 44,University,US,Pass,0.93
1244,2.5,4,NA,0.733333333,certain,0,70%,18 to 29,HS or less,US,Pass,0.8039
1245,5,4,Women,NA,risky,0,70%,30 to 44,Some college,US,Pass,0.486
1246,4,5,Men,NA,certain,0,70%,65 or older,Some college,US,Pass,1.0022
1247,4,4,Men,NA,certain,0,50%,65 or older,Some college,US,Pass,0.7926
1248,0.5,3,Men,0.633333333,certain,0,70%,18 to 29,Some college,US,Fail,1.0286
1249,5,4,Men,NA,risky,0,30%,30 to 44,Some college,US,Pass,1.3263
1250,4,2,Women,NA,risky,0,100%,45 to 64,HS or less,US,Fail,0.518
1251,3.5,3,NA,0.6,certain,0,50%,18 to 29,HS or less,Canada,Pass,1.2729
1252,7,3,Women,NA,certain,0,30%,45 to 64,HS or less,US,Pass,0.164
1253,5,3,Women,NA,certain,0,100%,65 or older,Some college,Canada,Pass,0.8846
1254,10,NA,Women,0.5,certain,0,50%,30 to 44,Some college,US,Fail,1.0068
1255,8,NA,Women,NA,certain,0,100%,45 to 64,Some college,Canada,Pass,0.6783
1256,6,2,Women,NA,certain,0,50%,18 to 29,HS or less,US,Pass,0.9627
1257,4,3,Men,0.7,certain,0,50%,30 to 44,HS or less,Canada,Pass,0.8344
1258,3.5,3,Men,0.633333333,certain,1,50%,30 to 44,University,Canada,Pass,0.8379
1259,3,4,Men,NA,risky,0,30%,18 to 29,HS or less,US,Pass,0.8491
1260,3,4,Men,NA,risky,0,50%,18 to 29,Some college,US,Pass,0.3968
1261,9,1,Women,NA,certain,0,50%,65 or older,HS or less,US,Pass,0.9407
1262,6,2,Women,NA,risky,0,70%,18 to 29,Some college,US,Pass,0.8987
1263,3.5,3,Women,0.333333333,certain,1,50%,18 to 29,University,US,Fail,0.7854
1264,5,4,Men,NA,certain,0,50%,45 to 64,HS or less,Canada,Pass,0.7752
1265,4.5,5,Men,NA,risky,0,100%,30 to 44,HS or less,US,Fail,0.3092
1266,5,3,Men,NA,certain,0,70%,45 to 64,HS or less,US,Fail,0.6773
1267,2.5,2,Women,0.1,certain,0,30%,30 to 44,Some college,Canada,Fail,0.3923
1268,3.5,3,Men,0.866666667,certain,0,30%,30 to 44,HS or less,Canada,Fail,1.3729
1269,4,4,Women,0.5,certain,1,50%,18 to 29,University,US,Fail,2.6375
1270,4,4,Women,0.166666667,certain,1,50%,30 to 44,University,US,Pass,0.3064
1271,8,1,Women,0.4,certain,1,70%,45 to 64,Postgrad,US,Pass,0.9594
1272,3,NA,Women,NA,certain,0,30%,30 to 44,HS or less,Canada,Fail,1.2449
1273,6,3,Men,NA,certain,1,100%,18 to 29,University,US,Pass,0.6879
1274,3.5,3,Women,NA,certain,1,100%,30 to 44,University,Canada,Pass,1.1266
1275,5,NA,Women,0.766666667,certain,0,100%,30 to 44,Some college,Canada,Fail,0.5456
1276,1,NA,Men,0.8,certain,1,100%,45 to 64,Postgrad,US,Pass,0.776
1277,2.5,4,Men,0.7,certain,0,70%,30 to 44,HS or less,US,Fail,1.0634
1278,5,3,Women,0.633333333,certain,1,100%,30 to 44,University,Canada,Fail,2.0815
1279,4,2,Women,0.566666667,certain,0,100%,45 to 64,HS or less,Canada,Fail,0.7323
1280,2,1,Men,0.5,risky,1,50%,30 to 44,University,Canada,Pass,0.8242
1281,3.5,4,Women,0.533333333,certain,1,100%,30 to 44,University,US,Pass,1.5697
1282,3,5,Men,0.2,certain,1,50%,45 to 64,Postgrad,Canada,Pass,0.9377
1283,8.5,5,Women,NA,certain,1,100%,30 to 44,Postgrad,Canada,Pass,1.1137
1284,0,4,Women,0.8,certain,0,70%,30 to 44,Some college,Canada,Pass,1.924
1285,3,4,Men,NA,certain,1,100%,18 to 29,University,Canada,Pass,2.0574
1286,6.5,4,Men,0.733333333,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.7829
1287,10,1,NA,NA,certain,0,30%,30 to 44,Some college,US,Fail,0.4227
1288,1.5,3,Women,0.466666667,risky,1,100%,45 to 64,University,US,Fail,0.6949
1289,5,4,Men,0.566666667,certain,1,100%,30 to 44,University,Canada,Pass,1.4916
1290,5,NA,Women,NA,certain,0,30%,30 to 44,Some college,US,Fail,0.6228
1291,5,3,Women,NA,certain,0,100%,65 or older,HS or less,US,Fail,0.4913
1292,10,NA,Men,1,certain,0,70%,18 to 29,HS or less,US,Fail,0.8258
1293,4,4,Men,0.233333333,certain,0,50%,18 to 29,HS or less,US,Fail,1.1356
1294,5,NA,Women,1,certain,0,50%,30 to 44,HS or less,Canada,Fail,1.1631
1295,8,2,Men,0.266666667,certain,0,70%,45 to 64,Some college,US,Pass,0.6363
1296,3,4,Women,0.366666667,certain,1,100%,18 to 29,University,US,Fail,0.4687
1297,2.5,3,Women,0.533333333,risky,1,30%,18 to 29,Postgrad,US,Fail,0.9396
1298,9,4,Women,NA,certain,0,70%,45 to 64,Some college,US,Pass,0.8026
1299,10,1,Men,0.8,certain,0,50%,30 to 44,HS or less,US,Pass,3.1322
1300,4.5,2,Men,NA,certain,0,30%,18 to 29,HS or less,US,Pass,1.0554
1301,10,5,Men,NA,certain,1,30%,30 to 44,University,Canada,Pass,0.7284
1302,5,4,Men,0.466666667,certain,0,100%,65 or older,Some college,US,Fail,2.9217
1303,5,4,Women,0.3,certain,0,70%,30 to 44,Some college,US,Pass,0.5624
1304,6,NA,Women,0.333333333,certain,0,50%,45 to 64,HS or less,US,Fail,0.6682
1305,0,4,Women,0.233333333,risky,0,70%,45 to 64,HS or less,Canada,Fail,1.1297
1306,7.5,3,Women,0.4,certain,0,50%,30 to 44,HS or less,US,Pass,0.8119
1307,5,NA,Men,0.4,certain,0,50%,45 to 64,Some college,Canada,Pass,0.6474
1308,8.5,4,Men,0.6,certain,0,30%,30 to 44,Some college,Canada,Pass,0.5781
1309,2,4,Men,0.766666667,risky,0,70%,18 to 29,HS or less,US,Fail,0.8156
1310,8,2,Men,0.6,certain,0,50%,45 to 64,Some college,US,Fail,1.0433
1311,7,2,Women,NA,certain,0,30%,18 to 29,HS or less,US,Pass,1.4248
1312,3.5,3,Men,0.333333333,certain,1,50%,45 to 64,University,US,Fail,0.826
1313,7,3,Women,0.333333333,certain,0,70%,45 to 64,Some college,US,Fail,0.725
1314,1.5,NA,Men,NA,risky,0,50%,45 to 64,HS or less,US,Fail,0.4689
1315,1,2,Men,NA,certain,1,100%,18 to 29,University,US,Fail,1.2496
1316,5,NA,Women,NA,certain,0,50%,30 to 44,HS or less,US,Pass,0.7085
1317,8,1,Women,0.633333333,certain,1,30%,30 to 44,University,US,Pass,0.1729
1318,2,4,Men,0.5,certain,1,70%,18 to 29,Postgrad,US,Fail,0.5924
1319,5,3,Men,NA,certain,1,70%,65 or older,University,US,Fail,0.7294
1320,5,2,Women,0.533333333,risky,1,30%,65 or older,Postgrad,US,Pass,0.5956
1321,4.5,4,Women,0.333333333,certain,1,70%,30 to 44,University,US,Fail,0.7641
1322,1.5,4,Men,0.1,risky,1,30%,30 to 44,Postgrad,US,Pass,1.0641
1323,1,3,Men,0.333333333,certain,0,70%,18 to 29,HS or less,US,Fail,1.3059
1324,5,3,Women,NA,certain,0,50%,45 to 64,Some college,Canada,Pass,0.6783
1325,3.5,3,Men,0.133333333,certain,1,70%,45 to 64,Postgrad,Canada,Fail,1.0951
1326,6,4,Women,0.5,certain,1,30%,18 to 29,University,US,Pass,0.7764
1327,5,2,Men,NA,certain,0,50%,45 to 64,Some college,US,Pass,0.3135
1328,1,3,Men,0.4,certain,1,50%,18 to 29,University,US,Pass,0.2104
1329,5,NA,Men,NA,certain,0,50%,45 to 64,HS or less,US,Fail,0.5164
1330,5,3,Women,NA,certain,0,100%,30 to 44,HS or less,Canada,Fail,0.9087
1331,4,4,Women,0.533333333,certain,1,30%,30 to 44,University,US,Fail,0.8806
1332,5,4,Women,0.966666667,certain,0,50%,30 to 44,HS or less,US,Pass,2.3333
1333,2.5,5,Women,NA,certain,0,70%,18 to 29,HS or less,US,Pass,0.8138
1334,1,4,Men,0.233333333,risky,1,50%,18 to 29,University,US,Pass,0.98
1335,2.5,NA,Men,NA,risky,0,30%,45 to 64,HS or less,US,Fail,0.696
1336,5,NA,Men,0.8,certain,1,70%,18 to 29,University,Canada,Fail,3.6626
1337,2,4,Women,NA,risky,0,30%,65 or older,Some college,US,Pass,2.7722
1338,4,4,Women,NA,certain,0,70%,65 or older,Some college,US,Fail,0.8298
1339,3,3,Women,0.733333333,certain,1,50%,30 to 44,Postgrad,US,Fail,0.8819
1340,6.5,4,Women,NA,certain,0,50%,65 or older,Some college,Canada,Fail,0.4969
1341,5,NA,Women,NA,risky,1,70%,45 to 64,Postgrad,US,Pass,1.0898
1342,6,4,Men,NA,certain,0,100%,45 to 64,HS or less,US,Pass,0.2042
1343,2.5,3,Women,0.7,certain,0,50%,18 to 29,Some college,Canada,Fail,0.5558
1344,0,4,Women,0.7,risky,0,30%,30 to 44,Some college,Canada,Fail,0.5456
1345,10,1,Men,NA,certain,0,50%,65 or older,HS or less,US,Fail,0.6892
1346,1,4,Men,NA,certain,0,30%,45 to 64,Some college,US,Pass,0.7462
1347,6,3,Women,NA,certain,0,70%,45 to 64,HS or less,Canada,Pass,0.6859
1348,5,1,Women,NA,certain,0,70%,45 to 64,HS or less,US,Fail,0.9503
1349,4,5,Men,0.2,certain,1,30%,30 to 44,Postgrad,US,Fail,0.7237
1350,5,4,Women,NA,certain,0,30%,65 or older,Some college,US,Fail,0.4995
1351,5,4,Men,0.533333333,certain,0,70%,30 to 44,HS or less,US,Fail,1.1941
1352,3.5,4,Women,NA,risky,1,30%,45 to 64,University,US,Fail,1.2083
1353,2.5,4,Men,0.7,certain,1,100%,18 to 29,Postgrad,US,Fail,1.2683
1354,5,3,Men,0.366666667,certain,1,70%,45 to 64,Postgrad,US,Pass,0.8749
1355,2.5,5,Men,0.366666667,risky,1,50%,45 to 64,Postgrad,US,Pass,0.9949
1356,5,3,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Fail,1.4733
1357,2,4,Men,0.666666667,certain,1,100%,30 to 44,Postgrad,Canada,Pass,0.8604
1358,5.5,4,Women,NA,certain,0,100%,18 to 29,Some college,US,Fail,2.2931
1359,10,3,Men,0.866666667,certain,0,100%,45 to 64,HS or less,Canada,Pass,1.0782
1360,5,3,Men,0.5,certain,1,100%,18 to 29,Postgrad,US,Fail,0.9466
1361,6,3,Women,0.533333333,certain,1,30%,45 to 64,University,US,Pass,0.9317
1362,4,4,Men,0.2,certain,1,70%,18 to 29,University,Canada,Fail,1.2098
1363,5,NA,Women,0.933333333,certain,1,30%,45 to 64,University,US,Fail,1.1561
1364,10,1,Women,NA,certain,0,100%,45 to 64,HS or less,US,Fail,3.2532
1365,1.5,2,Women,NA,risky,1,70%,45 to 64,University,Canada,Fail,0.7945
1366,5.5,2,Men,0.133333333,certain,0,50%,30 to 44,Some college,Canada,Fail,0.6968
1367,2.5,3,Men,NA,certain,0,30%,65 or older,HS or less,Canada,Fail,1.0611
1368,7,3,Women,0.666666667,certain,0,100%,45 to 64,Some college,US,Pass,0.6318
1369,10,1,Women,0.633333333,risky,0,30%,18 to 29,Some college,US,Pass,1.6946
1370,2,4,Women,0.2,risky,1,70%,18 to 29,University,US,Fail,1.2385
1371,2,3,Women,0.866666667,certain,0,30%,45 to 64,HS or less,Canada,Fail,1.1297
1372,5,3,Women,NA,certain,0,50%,45 to 64,Some college,US,Fail,0.9857
1373,7,3,Women,0.466666667,risky,1,70%,30 to 44,University,Canada,Pass,1.0047
1374,5,3,Women,NA,certain,1,30%,65 or older,Postgrad,US,Pass,1.2454
1375,7,3,Men,0.366666667,certain,0,30%,65 or older,Some college,US,Pass,0.7386
1376,0,3,Men,NA,certain,1,100%,18 to 29,University,US,Fail,2.1109
1377,5,5,Men,0.866666667,certain,0,30%,45 to 64,HS or less,US,Pass,1.0034
1378,3,4,Men,NA,certain,1,50%,65 or older,Postgrad,US,Pass,0.9446
1379,2,4,Men,0.5,risky,0,50%,45 to 64,HS or less,Canada,Pass,0.8945
1380,2.5,5,Men,NA,risky,1,100%,65 or older,Postgrad,US,Fail,3.251
1381,5.5,4,Men,NA,certain,1,50%,65 or older,University,US,Pass,0.606
1382,5,3,Men,NA,certain,0,50%,65 or older,HS or less,Canada,Fail,1.2791
1383,4,2,Women,0.366666667,certain,0,50%,45 to 64,HS or less,Canada,Fail,0.8827
1384,3,3,Men,NA,certain,1,70%,65 or older,Postgrad,US,Fail,0.871
1385,2.5,2,Women,NA,risky,1,30%,65 or older,Postgrad,US,Pass,0.7852
1386,1.5,3,Women,0.566666667,certain,0,50%,45 to 64,Some college,Canada,Pass,0.53
1387,9,4,Women,0.466666667,certain,0,70%,45 to 64,HS or less,Canada,Pass,1.1297
1388,0,NA,Women,NA,certain,0,30%,65 or older,Some college,Canada,Pass,0.7397
1389,5,4,Women,NA,certain,1,70%,65 or older,Postgrad,Canada,Pass,1.2371
1390,5,NA,Women,0.566666667,certain,0,70%,45 to 64,HS or less,US,Pass,0.8715
1391,5,3,Women,NA,certain,0,30%,18 to 29,HS or less,US,Fail,0.6678
1392,7,4,Men,0.866666667,certain,0,50%,65 or older,Some college,US,Pass,0.9242
1393,7,2,Women,NA,certain,0,50%,65 or older,Some college,US,Fail,0.8914
1394,0,2,Women,0.633333333,risky,0,70%,30 to 44,HS or less,US,Fail,2.9853
1395,0,5,Men,0.233333333,certain,1,30%,30 to 44,University,Canada,Pass,2.3145
1396,3.5,2,Men,NA,certain,0,100%,45 to 64,HS or less,Canada,Pass,0.8945
1397,2,1,Men,0.333333333,certain,1,30%,45 to 64,Postgrad,Canada,Pass,0.849
1398,5,2,Men,0.4,risky,0,70%,65 or older,Some college,US,Fail,0.8596
1399,2,3,Women,0.7,risky,1,50%,30 to 44,Postgrad,Canada,Fail,1.2488
1400,6,NA,Women,0.3,certain,0,50%,45 to 64,Some college,US,Pass,1.1137
1401,5,3,Women,NA,certain,0,70%,65 or older,Some college,US,Pass,0.6296
1402,5,4,Women,NA,risky,0,50%,45 to 64,Some college,Canada,Pass,0.381
1403,10,3,Men,NA,certain,0,100%,65 or older,Some college,US,Pass,0.4253
1404,5,5,Men,NA,certain,1,100%,65 or older,Postgrad,US,Pass,0.8378
1405,3,4,Men,0.366666667,certain,0,100%,45 to 64,Some college,US,Pass,0.8634
1406,5,2,Women,0.2,certain,0,30%,30 to 44,Some college,US,Fail,0.6321
1407,3,2,Women,0.633333333,certain,1,50%,30 to 44,Postgrad,Canada,Pass,0.7508
1408,1,3,Women,NA,certain,0,100%,65 or older,Some college,Canada,Fail,0.4969
1409,6.5,4,Men,NA,risky,0,100%,65 or older,HS or less,US,Fail,0.8096
1410,6.5,NA,Women,0.366666667,certain,1,50%,45 to 64,University,Canada,Pass,0.7867
1411,0,3,Women,NA,risky,0,30%,45 to 64,HS or less,Canada,Fail,1.6885
1412,5.5,3,Women,0.733333333,certain,0,30%,18 to 29,Some college,Canada,Pass,0.5558
1413,5,3,Women,NA,certain,1,50%,65 or older,University,Canada,Fail,1.1839
1414,8,2,Women,NA,certain,0,30%,45 to 64,HS or less,Canada,Fail,0.6346
1415,7,NA,Men,NA,certain,0,100%,65 or older,Some college,Canada,Fail,0.5521
1416,5,NA,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,3.3416
1417,5,3,Men,NA,certain,0,70%,65 or older,Some college,Canada,Pass,0.822
1418,7,4,Women,NA,risky,0,70%,30 to 44,HS or less,Canada,Pass,0.7664
1419,2,4,Women,0.666666667,certain,0,70%,45 to 64,Some college,Canada,Fail,0.53
1420,3,2,Women,NA,certain,0,50%,65 or older,Some college,Canada,Fail,0.5734
1421,4,4,Men,0.5,certain,0,100%,45 to 64,Some college,Canada,Pass,0.8286
1422,6.5,2,Men,NA,risky,0,30%,65 or older,HS or less,US,Pass,1.6534
1423,3,3,Women,NA,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.6346
1424,7,2,Men,0.7,certain,1,30%,65 or older,Postgrad,Canada,Pass,0.6818
1425,2.5,3,Women,NA,certain,0,100%,45 to 64,Some college,Canada,Fail,1.0601
1426,2,4,Men,NA,certain,0,30%,45 to 64,HS or less,Canada,Pass,0.7752
1427,8,3,Men,NA,certain,0,30%,65 or older,HS or less,US,Pass,0.7794
1428,3.5,3,Men,NA,certain,0,100%,65 or older,Some college,US,Pass,0.8038
1429,5,4,Men,NA,risky,0,50%,65 or older,Some college,Canada,Fail,0.9408
